age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,y,PC1,PC2
51,housemaid,married,high.school,no,no,cellular,nov,fri,28,4,0,nonexistent,0,0.006016345,-0.220134834
33,admin.,married,university.degree,yes,no,cellular,nov,fri,82,3,0,nonexistent,0,0.006016345,-0.220134834
36,blue-collar,married,basic.9y,yes,no,cellular,nov,fri,63,2,0,nonexistent,0,0.006016345,-0.220134834
31,admin.,single,university.degree,no,no,cellular,nov,fri,264,2,1,failure,0,0.006016345,-0.220134834
49,blue-collar,married,basic.6y,yes,no,cellular,nov,fri,118,1,1,failure,0,0.006016345,-0.220134834
34,admin.,married,university.degree,no,no,cellular,nov,fri,124,3,0,nonexistent,0,0.006016345,-0.220134834
42,admin.,married,high.school,no,no,cellular,nov,fri,218,6,0,nonexistent,0,0.006016345,-0.220134834
29,student,single,professional.course,no,no,telephone,nov,fri,232,2,0,nonexistent,0,0.006016345,-0.220134834
29,admin.,single,university.degree,yes,no,cellular,nov,fri,190,1,0,nonexistent,0,0.006016345,-0.220134834
52,technician,married,basic.9y,no,no,cellular,nov,fri,10,7,1,failure,0,0.006016345,-0.220134834
48,blue-collar,divorced,basic.4y,yes,no,cellular,nov,fri,456,1,1,failure,0,0.006016345,-0.220134834
56,admin.,divorced,high.school,yes,no,cellular,nov,fri,176,2,0,nonexistent,0,0.006016345,-0.220134834
51,blue-collar,married,basic.9y,yes,no,cellular,nov,fri,312,1,0,nonexistent,0,0.006016345,-0.220134834
41,admin.,single,university.degree,yes,yes,cellular,nov,fri,45,2,0,nonexistent,0,0.006016345,-0.220134834
37,admin.,married,university.degree,yes,no,cellular,nov,fri,124,2,0,nonexistent,0,0.006016345,-0.220134834
55,technician,single,professional.course,yes,no,cellular,nov,fri,42,1,0,nonexistent,0,0.006016345,-0.220134834
58,admin.,divorced,university.degree,no,no,cellular,nov,fri,189,1,0,nonexistent,0,0.006016345,-0.220134834
45,blue-collar,married,basic.9y,no,no,cellular,nov,fri,126,2,1,failure,0,0.006016345,-0.220134834
31,services,single,basic.9y,yes,no,cellular,nov,fri,232,2,0,nonexistent,0,0.006016345,-0.220134834
44,blue-collar,married,basic.6y,yes,no,cellular,nov,fri,11,4,0,nonexistent,0,0.006016345,-0.220134834
56,unemployed,divorced,high.school,yes,no,cellular,nov,fri,109,1,1,failure,0,0.006016345,-0.220134834
52,technician,married,professional.course,yes,no,cellular,nov,fri,64,1,1,failure,0,0.006016345,-0.220134834
35,admin.,divorced,university.degree,yes,no,cellular,nov,fri,28,3,1,failure,0,0.006016345,-0.220134834
48,technician,married,professional.course,yes,yes,cellular,nov,fri,148,1,0,nonexistent,0,0.006016345,-0.220134834
32,management,married,university.degree,yes,no,cellular,nov,fri,104,3,0,nonexistent,0,0.006016345,-0.220134834
57,admin.,divorced,university.degree,yes,yes,cellular,nov,fri,65,1,0,nonexistent,0,0.006016345,-0.220134834
39,admin.,single,high.school,yes,no,cellular,nov,fri,206,2,0,nonexistent,0,0.006016345,-0.220134834
54,technician,married,high.school,yes,no,cellular,nov,fri,82,1,1,failure,0,0.006016345,-0.220134834
47,admin.,married,university.degree,yes,no,cellular,nov,fri,45,1,1,failure,0,0.006016345,-0.220134834
31,services,married,high.school,yes,no,telephone,nov,fri,62,1,1,failure,0,0.006016345,-0.220134834
48,services,married,professional.course,no,no,cellular,nov,fri,10,6,0,nonexistent,0,0.006016345,-0.220134834
35,admin.,divorced,university.degree,yes,no,cellular,nov,fri,102,1,0,nonexistent,0,0.006016345,-0.220134834
54,admin.,married,university.degree,no,no,cellular,nov,fri,298,2,0,nonexistent,0,0.006016345,-0.220134834
40,technician,married,university.degree,no,no,cellular,nov,fri,52,1,1,failure,0,0.006016345,-0.220134834
38,blue-collar,married,basic.6y,yes,yes,cellular,nov,fri,213,2,0,nonexistent,0,0.006016345,-0.220134834
35,admin.,divorced,university.degree,yes,no,cellular,nov,fri,226,1,0,nonexistent,0,0.006016345,-0.220134834
40,blue-collar,divorced,basic.4y,yes,no,cellular,nov,fri,58,1,1,failure,0,0.006016345,-0.220134834
37,blue-collar,married,basic.9y,yes,no,cellular,nov,fri,224,3,0,nonexistent,0,0.006016345,-0.220134834
55,entrepreneur,divorced,university.degree,no,no,cellular,nov,fri,48,1,0,nonexistent,0,0.006016345,-0.220134834
35,management,married,university.degree,no,no,cellular,nov,fri,207,1,0,nonexistent,0,0.006016345,-0.220134834
39,services,divorced,high.school,yes,no,cellular,nov,fri,163,1,0,nonexistent,0,0.006016345,-0.220134834
29,admin.,single,university.degree,yes,no,cellular,nov,fri,24,5,0,nonexistent,0,0.006016345,-0.220134834
47,admin.,married,university.degree,no,no,cellular,nov,fri,103,1,0,nonexistent,0,0.006016345,-0.220134834
56,services,single,high.school,yes,no,cellular,nov,fri,219,2,1,failure,0,0.006016345,-0.220134834
35,management,married,university.degree,yes,no,cellular,nov,fri,152,1,0,nonexistent,0,0.006016345,-0.220134834
30,admin.,single,university.degree,no,no,cellular,nov,fri,171,1,0,nonexistent,0,0.006016345,-0.220134834
31,unemployed,married,high.school,no,yes,cellular,nov,fri,94,2,0,nonexistent,0,0.006016345,-0.220134834
39,services,married,high.school,no,yes,cellular,nov,fri,104,1,0,nonexistent,0,0.006016345,-0.220134834
56,management,married,basic.9y,yes,yes,cellular,nov,fri,62,2,1,failure,0,0.006016345,-0.220134834
51,admin.,married,university.degree,no,yes,cellular,nov,fri,220,1,0,nonexistent,0,0.006016345,-0.220134834
31,admin.,single,high.school,yes,yes,cellular,nov,fri,50,1,0,nonexistent,0,0.006016345,-0.220134834
31,admin.,single,high.school,yes,yes,cellular,nov,fri,112,1,0,nonexistent,0,0.006016345,-0.220134834
43,services,single,high.school,no,yes,cellular,nov,fri,53,1,0,nonexistent,0,0.006016345,-0.220134834
56,services,married,basic.4y,yes,yes,cellular,nov,fri,119,1,1,failure,0,0.006016345,-0.220134834
50,management,married,professional.course,yes,no,cellular,nov,fri,381,1,1,failure,0,0.006016345,-0.220134834
32,technician,single,professional.course,yes,no,cellular,nov,fri,226,1,0,nonexistent,0,0.006016345,-0.220134834
41,management,divorced,university.degree,no,no,cellular,nov,fri,157,4,0,nonexistent,0,0.006016345,-0.220134834
51,admin.,married,university.degree,yes,no,cellular,nov,fri,673,1,0,nonexistent,0,0.006016345,-0.220134834
37,technician,single,professional.course,yes,no,cellular,nov,fri,347,1,1,failure,0,0.006016345,-0.220134834
50,unemployed,married,professional.course,yes,no,cellular,nov,fri,58,1,1,failure,0,0.006016345,-0.220134834
34,admin.,married,university.degree,yes,yes,cellular,nov,fri,85,3,0,nonexistent,0,0.006016345,-0.220134834
37,admin.,married,university.degree,yes,no,cellular,nov,fri,224,5,0,nonexistent,0,0.006016345,-0.220134834
47,admin.,married,university.degree,yes,no,cellular,nov,fri,127,2,0,nonexistent,0,0.006016345,-0.220134834
40,unemployed,divorced,university.degree,no,no,cellular,nov,fri,366,3,0,nonexistent,0,0.006016345,-0.220134834
33,admin.,married,university.degree,no,no,cellular,nov,fri,162,1,0,nonexistent,0,0.006016345,-0.220134834
39,services,married,high.school,yes,no,cellular,nov,fri,197,3,0,nonexistent,0,0.006016345,-0.220134834
37,technician,divorced,high.school,yes,no,cellular,nov,fri,47,1,0,nonexistent,0,0.006016345,-0.220134834
44,admin.,married,university.degree,no,no,cellular,nov,fri,311,1,0,nonexistent,0,0.006016345,-0.220134834
55,technician,married,professional.course,yes,no,cellular,nov,fri,98,1,0,nonexistent,0,0.006016345,-0.220134834
34,admin.,divorced,university.degree,no,no,cellular,nov,fri,549,2,0,nonexistent,1,0.006016345,-0.220134834
36,admin.,married,basic.6y,yes,no,cellular,nov,fri,72,1,0,nonexistent,0,0.006016345,-0.220134834
55,technician,married,professional.course,no,no,cellular,nov,fri,182,1,1,failure,0,0.006016345,-0.220134834
36,admin.,married,basic.6y,yes,yes,cellular,nov,fri,183,1,1,failure,0,0.006016345,-0.220134834
34,management,married,university.degree,no,no,cellular,nov,fri,158,1,0,nonexistent,0,0.006016345,-0.220134834
57,admin.,divorced,university.degree,no,yes,cellular,nov,fri,48,1,0,nonexistent,0,0.006016345,-0.220134834
55,housemaid,married,basic.4y,no,no,telephone,nov,fri,270,1,0,nonexistent,0,0.006016345,-0.220134834
52,admin.,married,high.school,yes,yes,cellular,nov,fri,57,5,1,success,0,0.006016345,-0.220134834
44,blue-collar,married,basic.6y,yes,yes,cellular,nov,fri,36,2,0,nonexistent,0,0.006016345,-0.220134834
40,management,married,university.degree,no,no,cellular,nov,fri,380,2,0,nonexistent,0,0.006016345,-0.220134834
32,admin.,married,university.degree,yes,no,cellular,nov,fri,78,1,1,failure,0,0.006016345,-0.220134834
31,technician,married,professional.course,no,yes,cellular,nov,fri,161,5,0,nonexistent,0,0.006016345,-0.220134834
48,technician,married,basic.4y,no,no,cellular,nov,fri,362,1,0,nonexistent,0,0.006016345,-0.220134834
42,admin.,married,university.degree,no,no,cellular,nov,fri,455,2,0,nonexistent,0,0.006016345,-0.220134834
51,management,divorced,professional.course,no,no,cellular,nov,fri,83,1,0,nonexistent,0,0.006016345,-0.220134834
42,admin.,married,university.degree,yes,no,cellular,nov,fri,184,2,0,nonexistent,0,0.006016345,-0.220134834
49,technician,married,basic.4y,no,yes,cellular,nov,fri,295,2,0,nonexistent,0,0.006016345,-0.220134834
53,admin.,divorced,university.degree,yes,no,cellular,nov,fri,551,1,0,nonexistent,0,0.006016345,-0.220134834
52,services,married,basic.6y,no,no,cellular,nov,fri,101,1,0,nonexistent,0,0.006016345,-0.220134834
46,admin.,single,high.school,yes,no,cellular,nov,fri,294,1,1,failure,0,0.006016345,-0.220134834
54,admin.,divorced,high.school,no,no,cellular,nov,fri,13,6,0,nonexistent,0,0.006016345,-0.220134834
32,management,married,university.degree,no,no,cellular,nov,fri,51,2,0,nonexistent,0,0.006016345,-0.220134834
33,student,single,high.school,yes,no,cellular,nov,fri,353,2,1,failure,0,0.006016345,-0.220134834
34,technician,married,professional.course,yes,no,cellular,nov,fri,93,2,0,nonexistent,0,0.006016345,-0.220134834
53,technician,married,professional.course,no,no,cellular,nov,fri,138,1,0,nonexistent,0,0.006016345,-0.220134834
50,entrepreneur,married,university.degree,no,no,cellular,nov,fri,48,1,1,failure,0,0.006016345,-0.220134834
32,technician,divorced,high.school,no,no,cellular,nov,fri,50,1,0,nonexistent,0,0.006016345,-0.220134834
32,admin.,single,university.degree,yes,no,cellular,nov,fri,718,1,0,nonexistent,0,0.006016345,-0.220134834
49,admin.,married,university.degree,no,no,cellular,nov,fri,288,1,1,failure,0,0.006016345,-0.220134834
34,management,single,university.degree,yes,no,telephone,nov,fri,114,5,0,nonexistent,0,0.006016345,-0.220134834
29,technician,single,professional.course,no,no,cellular,nov,fri,161,3,0,nonexistent,0,0.006016345,-0.220134834
57,blue-collar,married,basic.9y,no,yes,cellular,nov,fri,150,2,0,nonexistent,0,0.006016345,-0.220134834
45,services,divorced,high.school,yes,no,cellular,nov,fri,120,2,0,nonexistent,0,0.006016345,-0.220134834
33,technician,single,high.school,yes,no,cellular,nov,fri,41,2,1,failure,0,0.006016345,-0.220134834
44,blue-collar,married,basic.6y,no,yes,cellular,nov,fri,240,3,0,nonexistent,0,0.006016345,-0.220134834
49,self-employed,married,university.degree,yes,yes,cellular,nov,fri,198,1,0,nonexistent,0,0.006016345,-0.220134834
46,technician,divorced,university.degree,yes,no,cellular,nov,fri,75,1,0,nonexistent,0,0.006016345,-0.220134834
51,admin.,married,high.school,yes,no,cellular,nov,fri,108,7,0,nonexistent,0,0.006016345,-0.220134834
44,self-employed,married,professional.course,yes,no,telephone,nov,fri,47,2,0,nonexistent,0,0.006016345,-0.220134834
57,management,married,university.degree,yes,yes,cellular,nov,fri,536,1,0,nonexistent,1,0.006016345,-0.220134834
39,technician,married,high.school,yes,no,cellular,nov,fri,408,3,0,nonexistent,0,0.006016345,-0.220134834
56,services,single,high.school,yes,no,cellular,nov,fri,290,6,0,nonexistent,0,0.006016345,-0.220134834
33,self-employed,married,university.degree,yes,no,cellular,nov,fri,229,2,0,nonexistent,0,0.006016345,-0.220134834
33,admin.,married,university.degree,yes,no,telephone,nov,fri,148,3,1,failure,0,0.006016345,-0.220134834
52,management,divorced,university.degree,no,no,cellular,nov,fri,185,2,0,nonexistent,0,0.006016345,-0.220134834
56,blue-collar,divorced,high.school,no,no,telephone,nov,fri,68,1,0,nonexistent,0,0.006016345,-0.220134834
31,admin.,single,university.degree,yes,no,cellular,nov,fri,54,2,0,nonexistent,0,0.006016345,-0.220134834
31,admin.,single,high.school,no,no,cellular,nov,fri,186,1,0,nonexistent,0,0.006016345,-0.220134834
40,technician,married,university.degree,yes,no,cellular,nov,fri,124,3,1,failure,0,0.006016345,-0.220134834
56,retired,married,basic.4y,yes,no,cellular,nov,fri,481,2,0,nonexistent,1,0.006016345,-0.220134834
53,management,married,university.degree,yes,no,cellular,nov,fri,319,3,0,nonexistent,0,0.006016345,-0.220134834
52,admin.,married,high.school,no,no,cellular,nov,fri,157,2,0,nonexistent,0,0.006016345,-0.220134834
40,management,married,university.degree,yes,no,cellular,nov,fri,106,2,0,nonexistent,0,0.006016345,-0.220134834
57,services,married,high.school,yes,no,cellular,nov,fri,56,2,1,failure,0,0.006016345,-0.220134834
56,management,married,basic.9y,yes,no,telephone,nov,fri,94,7,0,nonexistent,0,0.006016345,-0.220134834
45,self-employed,single,professional.course,no,no,cellular,nov,fri,123,2,0,nonexistent,0,0.006016345,-0.220134834
41,technician,married,university.degree,yes,no,cellular,nov,fri,12,5,0,nonexistent,0,0.006016345,-0.220134834
31,admin.,single,university.degree,yes,yes,cellular,nov,fri,75,1,0,nonexistent,0,0.006016345,-0.220134834
49,unemployed,married,high.school,no,no,cellular,nov,fri,671,2,0,nonexistent,0,0.006016345,-0.220134834
48,admin.,married,basic.9y,yes,yes,cellular,nov,fri,664,3,0,nonexistent,1,0.006016345,-0.220134834
59,self-employed,married,professional.course,no,no,cellular,nov,fri,383,4,1,failure,0,0.006016345,-0.220134834
38,technician,single,professional.course,yes,no,cellular,nov,fri,119,1,0,nonexistent,0,0.006016345,-0.220134834
38,technician,single,professional.course,yes,yes,cellular,nov,fri,159,1,0,nonexistent,0,0.006016345,-0.220134834
31,student,married,high.school,no,no,cellular,nov,fri,297,1,0,nonexistent,0,0.006016345,-0.220134834
43,technician,single,high.school,no,no,cellular,nov,fri,61,2,0,nonexistent,0,0.006016345,-0.220134834
55,technician,single,professional.course,no,no,cellular,nov,fri,142,2,0,nonexistent,0,0.006016345,-0.220134834
37,technician,married,professional.course,yes,no,cellular,nov,fri,222,6,0,nonexistent,0,0.006016345,-0.220134834
34,admin.,single,university.degree,no,no,telephone,nov,fri,34,1,0,nonexistent,0,0.006016345,-0.220134834
46,management,married,high.school,no,no,cellular,nov,fri,79,3,0,nonexistent,0,0.006016345,-0.220134834
39,admin.,single,university.degree,no,no,cellular,nov,fri,188,2,0,nonexistent,0,0.006016345,-0.220134834
40,management,married,high.school,yes,no,cellular,nov,fri,7,4,0,nonexistent,0,0.006016345,-0.220134834
58,admin.,married,university.degree,no,no,telephone,nov,fri,186,2,0,nonexistent,0,0.006016345,-0.220134834
31,technician,married,university.degree,yes,no,cellular,nov,fri,105,4,1,failure,0,0.006016345,-0.220134834
57,blue-collar,married,basic.9y,yes,no,telephone,nov,fri,126,1,0,nonexistent,0,0.006016345,-0.220134834
36,admin.,single,high.school,yes,yes,telephone,nov,fri,661,1,0,nonexistent,0,0.006016345,-0.220134834
37,entrepreneur,married,university.degree,yes,no,telephone,nov,fri,45,2,0,nonexistent,0,0.006016345,-0.220134834
30,blue-collar,married,high.school,yes,yes,cellular,nov,fri,14,5,0,nonexistent,0,0.006016345,-0.220134834
51,admin.,single,university.degree,no,no,cellular,nov,fri,224,2,1,failure,0,0.006016345,-0.220134834
50,blue-collar,married,basic.9y,no,no,telephone,nov,fri,20,1,0,nonexistent,0,0.006016345,-0.220134834
29,management,single,university.degree,yes,no,cellular,nov,fri,155,7,0,nonexistent,0,0.006016345,-0.220134834
48,technician,married,professional.course,no,no,cellular,nov,fri,78,6,0,nonexistent,0,0.006016345,-0.220134834
44,admin.,married,high.school,no,no,cellular,nov,fri,10,7,0,nonexistent,0,0.006016345,-0.220134834
46,self-employed,married,professional.course,yes,no,telephone,nov,fri,379,2,0,nonexistent,0,0.006016345,-0.220134834
47,technician,married,professional.course,yes,no,cellular,nov,fri,57,2,1,failure,0,0.006016345,-0.220134834
32,admin.,single,university.degree,no,yes,cellular,nov,fri,21,7,0,nonexistent,0,0.006016345,-0.220134834
36,admin.,married,university.degree,yes,no,cellular,nov,fri,85,1,1,failure,0,0.006016345,-0.220134834
53,management,married,university.degree,yes,yes,cellular,nov,fri,106,1,0,nonexistent,0,0.006016345,-0.220134834
53,admin.,married,high.school,yes,no,cellular,nov,fri,50,2,0,nonexistent,0,0.006016345,-0.220134834
47,technician,married,professional.course,yes,no,cellular,nov,fri,624,1,0,nonexistent,0,0.006016345,-0.220134834
37,admin.,single,high.school,yes,no,cellular,nov,fri,103,2,0,nonexistent,0,0.006016345,-0.220134834
44,entrepreneur,married,university.degree,yes,no,cellular,nov,fri,570,4,0,nonexistent,0,0.006016345,-0.220134834
52,admin.,married,high.school,yes,no,cellular,nov,fri,139,2,1,failure,0,0.006016345,-0.220134834
56,technician,married,professional.course,no,no,cellular,nov,fri,157,5,0,nonexistent,0,0.006016345,-0.220134834
40,student,single,high.school,no,no,cellular,nov,fri,328,6,0,nonexistent,0,0.006016345,-0.220134834
46,unemployed,divorced,basic.4y,no,no,cellular,nov,fri,366,3,1,success,0,0.006016345,-0.220134834
39,admin.,single,university.degree,no,no,cellular,nov,fri,504,2,1,failure,1,0.006016345,-0.220134834
39,housemaid,married,basic.9y,yes,no,cellular,nov,fri,150,4,0,nonexistent,0,0.006016345,-0.220134834
39,entrepreneur,married,university.degree,yes,no,cellular,nov,fri,146,4,0,nonexistent,0,0.006016345,-0.220134834
57,admin.,divorced,university.degree,no,no,cellular,nov,fri,69,2,0,nonexistent,0,0.006016345,-0.220134834
34,admin.,single,university.degree,no,no,cellular,nov,fri,139,6,1,failure,0,0.006016345,-0.220134834
51,technician,married,professional.course,yes,no,cellular,nov,fri,51,2,1,failure,0,0.006016345,-0.220134834
51,admin.,married,university.degree,yes,yes,cellular,nov,fri,175,3,1,failure,0,0.006016345,-0.220134834
50,retired,married,university.degree,no,no,cellular,nov,fri,128,3,0,nonexistent,0,0.006016345,-0.220134834
53,technician,married,professional.course,yes,no,cellular,nov,fri,11,7,0,nonexistent,0,0.006016345,-0.220134834
41,technician,married,professional.course,yes,no,cellular,nov,fri,82,5,1,success,0,0.006016345,-0.220134834
30,admin.,single,university.degree,yes,yes,telephone,nov,fri,33,1,0,nonexistent,0,0.006016345,-0.220134834
45,technician,married,professional.course,yes,yes,cellular,nov,fri,52,2,0,nonexistent,0,0.006016345,-0.220134834
51,management,married,university.degree,yes,no,cellular,nov,fri,289,3,0,nonexistent,0,0.006016345,-0.220134834
43,technician,married,university.degree,no,yes,cellular,nov,fri,43,1,1,failure,0,0.006016345,-0.220134834
32,admin.,divorced,university.degree,yes,no,cellular,nov,fri,101,3,0,nonexistent,0,0.006016345,-0.220134834
50,technician,married,professional.course,no,no,cellular,nov,fri,402,4,1,failure,0,0.006016345,-0.220134834
45,admin.,divorced,university.degree,no,yes,cellular,nov,fri,59,1,0,nonexistent,0,0.006016345,-0.220134834
50,retired,single,university.degree,yes,no,cellular,nov,fri,39,1,0,nonexistent,0,0.006016345,-0.220134834
57,technician,divorced,professional.course,yes,no,cellular,nov,fri,87,1,0,nonexistent,0,0.006016345,-0.220134834
55,management,divorced,university.degree,no,no,cellular,nov,fri,89,2,0,nonexistent,0,0.006016345,-0.220134834
40,management,married,university.degree,no,no,cellular,nov,fri,608,3,0,nonexistent,0,0.006016345,-0.220134834
50,admin.,divorced,high.school,yes,no,cellular,nov,fri,430,1,0,nonexistent,0,0.006016345,-0.220134834
58,management,married,basic.4y,no,no,cellular,nov,fri,240,3,0,nonexistent,0,0.006016345,-0.220134834
42,technician,single,professional.course,yes,no,cellular,nov,fri,173,1,1,failure,0,0.006016345,-0.220134834
53,management,married,university.degree,no,no,cellular,nov,fri,137,2,0,nonexistent,0,0.006016345,-0.220134834
34,technician,married,professional.course,yes,yes,cellular,nov,fri,379,2,0,nonexistent,0,0.006016345,-0.220134834
42,technician,divorced,professional.course,no,no,cellular,nov,fri,675,4,1,failure,0,0.006016345,-0.220134834
40,management,single,university.degree,no,no,cellular,nov,fri,139,3,0,nonexistent,0,0.006016345,-0.220134834
54,admin.,divorced,high.school,no,yes,cellular,nov,fri,377,1,0,nonexistent,0,0.006016345,-0.220134834
29,technician,single,professional.course,no,no,cellular,nov,fri,394,5,0,nonexistent,0,0.006016345,-0.220134834
34,admin.,single,university.degree,no,no,cellular,nov,fri,70,2,0,nonexistent,0,0.006016345,-0.220134834
38,technician,single,professional.course,no,no,cellular,nov,fri,519,1,0,nonexistent,0,0.006016345,-0.220134834
53,self-employed,married,university.degree,yes,no,cellular,nov,fri,61,4,0,nonexistent,0,0.006016345,-0.220134834
39,management,married,high.school,no,no,cellular,nov,fri,163,2,1,failure,0,0.006016345,-0.220134834
50,technician,married,university.degree,no,no,cellular,nov,fri,302,2,1,failure,0,0.006016345,-0.220134834
57,admin.,married,high.school,yes,no,cellular,nov,fri,41,2,0,nonexistent,0,0.006016345,-0.220134834
35,admin.,single,university.degree,no,no,cellular,nov,fri,360,2,0,nonexistent,0,0.006016345,-0.220134834
37,unemployed,single,university.degree,yes,no,cellular,nov,fri,230,3,0,nonexistent,0,0.006016345,-0.220134834
51,admin.,divorced,basic.9y,yes,no,cellular,nov,fri,155,2,0,nonexistent,0,0.006016345,-0.220134834
54,technician,single,high.school,yes,no,cellular,nov,fri,32,2,0,nonexistent,0,0.006016345,-0.220134834
30,entrepreneur,divorced,high.school,no,no,telephone,nov,fri,61,3,1,failure,0,0.006016345,-0.220134834
34,technician,married,professional.course,yes,no,cellular,nov,fri,251,2,0,nonexistent,0,0.006016345,-0.220134834
57,management,married,university.degree,yes,yes,cellular,nov,fri,22,2,1,failure,0,0.006016345,-0.220134834
57,services,married,high.school,no,no,cellular,nov,fri,58,2,0,nonexistent,0,0.006016345,-0.220134834
46,technician,married,professional.course,no,no,cellular,nov,fri,38,2,0,nonexistent,0,0.006016345,-0.220134834
31,admin.,single,university.degree,yes,no,cellular,nov,fri,36,2,0,nonexistent,0,0.006016345,-0.220134834
43,housemaid,married,basic.4y,no,no,cellular,nov,fri,165,2,0,nonexistent,0,0.006016345,-0.220134834
48,unemployed,married,professional.course,yes,yes,telephone,nov,fri,83,2,0,nonexistent,0,0.006016345,-0.220134834
56,admin.,divorced,university.degree,yes,no,cellular,nov,fri,11,5,0,nonexistent,0,0.006016345,-0.220134834
46,technician,married,professional.course,no,yes,cellular,nov,fri,98,5,0,nonexistent,0,0.006016345,-0.220134834
41,blue-collar,married,basic.9y,yes,no,cellular,nov,fri,663,4,0,nonexistent,1,0.006016345,-0.220134834
53,admin.,divorced,high.school,yes,yes,telephone,nov,fri,544,2,0,nonexistent,0,0.006016345,-0.220134834
53,blue-collar,married,basic.4y,no,no,cellular,nov,fri,122,3,1,failure,0,0.006016345,-0.220134834
48,technician,married,professional.course,yes,yes,cellular,nov,fri,695,3,0,nonexistent,0,0.006016345,-0.220134834
31,admin.,single,high.school,yes,no,cellular,nov,fri,369,2,0,nonexistent,0,0.006016345,-0.220134834
44,entrepreneur,married,university.degree,no,no,cellular,nov,fri,88,2,0,nonexistent,0,0.006016345,-0.220134834
47,admin.,married,basic.9y,yes,no,telephone,nov,fri,64,3,0,nonexistent,0,0.006016345,-0.220134834
43,services,single,high.school,yes,no,cellular,nov,fri,216,4,0,nonexistent,0,0.006016345,-0.220134834
36,admin.,single,high.school,yes,no,cellular,nov,fri,90,2,0,nonexistent,0,0.006016345,-0.220134834
32,management,single,university.degree,yes,yes,cellular,nov,fri,164,3,0,nonexistent,0,0.006016345,-0.220134834
40,management,married,university.degree,no,no,cellular,nov,fri,147,3,0,nonexistent,0,0.006016345,-0.220134834
53,retired,married,high.school,no,no,cellular,nov,fri,268,3,0,nonexistent,0,0.006016345,-0.220134834
37,self-employed,married,university.degree,no,no,cellular,nov,fri,169,2,0,nonexistent,0,0.006016345,-0.220134834
30,student,single,university.degree,no,no,cellular,nov,fri,585,4,1,failure,0,0.006016345,-0.220134834
49,admin.,married,high.school,yes,no,cellular,nov,fri,36,2,0,nonexistent,0,0.006016345,-0.220134834
53,management,married,university.degree,yes,no,cellular,nov,fri,129,4,0,nonexistent,0,0.006016345,-0.220134834
51,housemaid,married,high.school,no,yes,cellular,nov,fri,305,6,0,nonexistent,0,0.006016345,-0.220134834
44,technician,single,professional.course,yes,no,cellular,nov,fri,18,4,0,nonexistent,0,0.006016345,-0.220134834
57,blue-collar,married,basic.9y,yes,yes,cellular,nov,fri,134,2,0,nonexistent,0,0.006016345,-0.220134834
44,admin.,married,university.degree,no,no,cellular,nov,fri,77,5,0,nonexistent,0,0.006016345,-0.220134834
51,services,single,high.school,no,no,cellular,nov,fri,107,4,0,nonexistent,0,0.006016345,-0.220134834
56,admin.,married,basic.4y,yes,no,cellular,nov,fri,382,3,0,nonexistent,0,0.006016345,-0.220134834
59,admin.,married,university.degree,no,no,cellular,nov,fri,140,2,1,failure,0,0.006016345,-0.220134834
56,services,married,basic.4y,yes,no,cellular,nov,fri,39,4,1,failure,0,0.006016345,-0.220134834
52,blue-collar,married,basic.9y,no,no,cellular,nov,fri,13,2,0,nonexistent,0,0.006016345,-0.220134834
30,admin.,single,high.school,no,yes,cellular,nov,fri,64,2,1,failure,0,0.006016345,-0.220134834
48,admin.,married,university.degree,no,no,cellular,nov,fri,634,4,0,nonexistent,0,0.006016345,-0.220134834
34,admin.,married,university.degree,yes,no,cellular,nov,fri,138,2,0,nonexistent,0,0.006016345,-0.220134834
47,management,married,high.school,yes,yes,cellular,nov,fri,225,3,0,nonexistent,0,0.006016345,-0.220134834
30,admin.,single,university.degree,no,no,cellular,nov,fri,258,2,1,failure,0,0.006016345,-0.220134834
46,technician,married,professional.course,yes,yes,cellular,nov,fri,484,4,0,nonexistent,0,0.006016345,-0.220134834
51,technician,married,professional.course,yes,no,cellular,nov,fri,229,2,0,nonexistent,0,0.006016345,-0.220134834
43,technician,married,university.degree,yes,no,cellular,nov,fri,330,2,0,nonexistent,0,0.006016345,-0.220134834
33,admin.,married,university.degree,yes,no,cellular,nov,fri,41,4,0,nonexistent,0,0.006016345,-0.220134834
53,blue-collar,married,basic.9y,no,no,cellular,nov,fri,395,2,0,nonexistent,0,0.006016345,-0.220134834
58,management,divorced,university.degree,yes,no,telephone,nov,fri,39,2,0,nonexistent,0,0.006016345,-0.220134834
54,admin.,divorced,high.school,no,no,cellular,nov,fri,639,2,1,failure,0,0.006016345,-0.220134834
53,retired,married,high.school,yes,no,cellular,nov,fri,711,2,0,nonexistent,0,0.006016345,-0.220134834
47,admin.,single,high.school,no,no,telephone,nov,fri,178,5,0,nonexistent,0,0.006016345,-0.220134834
44,management,single,university.degree,no,no,cellular,nov,fri,534,2,0,nonexistent,1,0.006016345,-0.220134834
37,unemployed,single,university.degree,no,yes,cellular,nov,fri,104,2,0,nonexistent,0,0.006016345,-0.220134834
43,blue-collar,married,professional.course,no,yes,cellular,nov,fri,432,2,0,nonexistent,0,0.006016345,-0.220134834
48,blue-collar,married,basic.4y,yes,no,cellular,nov,fri,168,2,0,nonexistent,0,0.006016345,-0.220134834
34,admin.,single,university.degree,no,no,cellular,nov,fri,229,3,0,nonexistent,0,0.006016345,-0.220134834
